datetime,open,high,low,close
2019-12-23,15.2,14.38,15.2,14.38
2019-12-24,14.79,14.54,13.47,13.97
2019-12-25,13.89,13.62,13.24,13.8
2019-12-26,13.95,13.85,13.12,13.49
2019-12-27,13.56,14.38,13.52,13.83
2019-12-30,14.41,15.38,14.38,15.38
2019-12-31,15.68,16.55,15.68,16.11
2020-01-02,17.29,18.22,16.72,16.76
2020-01-03,17.19,17.52,16.56,16.56
2020-01-06,17.44,18.81,17.44,18.37
2020-01-07,18.63,18.89,18.19,18.78
2020-01-08,18.65236266,19.24440888,18.56323279,18.56620872
2020-01-09,18.85,18.85,17.58,17.67
2020-01-10,17.97075706,18.09453152,16.96151955,16.96373449
2020-01-13,17.47,17.58,16.53,16.58
2020-01-14,17.010429,17.12082022,16.13429031,16.27395412
2020-01-15,16.37001919,16.65451234,15.70778746,15.83901157
2020-01-16,16.19526527,16.24326469,14.71136791,14.82896701
2020-01-17,14.89928652,14.90683757,14.05898582,14.20252926
2020-01-20,14.71793374,16.8,14.52406636,15.9
2020-01-21,17.8,18.45965059,17.39,18.44817734
2020-01-22,16.9,19.55946014,15.88605057,15.92224081
2020-01-23,17.4,19.26,16.55613063,19.26262782
2020-02-03,32.34542559,35.35041884,26.4326559,34.96955649
2020-02-04,30.40866677,30.40866677,24.39411242,24.532141
2020-02-05,24.99,25.13698789,22.06328456,22.57075777
2020-02-06,22.74758999,24.68746255,22.43015577,23.26529673
2020-02-07,23.63,24.84,23.63,24.79
2020-02-10,25.54674147,25.89949041,22.86462619,22.90711996
2020-02-11,23.06759321,23.06759321,20.94081138,21.13241307
2020-02-12,21.47,21.47,19.56,19.89
2020-02-13,20.15285628,21.38920172,20.07249477,20.81703761
2020-02-14,21.52248868,21.52248868,19.96595525,19.96595525
2020-02-17,20.23985993,21.89917653,19.88389834,20.60840697
2020-02-18,22.22559733,24.5719892,20.36457648,20.36457648
2020-02-19,21.03610501,21.95860763,20.83873751,21.07337518
2020-02-20,21.40411841,21.61048382,20.87842218,21.31795867
2020-02-21,22.5241065,25.23745123,22.5241065,24.30753287
2020-02-24,25.4781011,26.51547202,25.21835209,25.66285289
2020-02-25,26.9,27.83275555,25.5833198,25.66064503
2020-02-26,26.42668914,26.70109952,25.46522933,25.67114293
2020-02-27,25.00415318,25.16106079,22.43659955,22.43659955
2020-02-28,23.52501084,26.22038517,23.52501084,25.93762678
2020-03-02,25.10082718,25.10082718,22.88455142,23.9580006
2020-03-03,24.15028509,24.15028509,23.40646877,23.79006736
2020-03-04,24.09156005,24.4261506,23.72603956,23.73327439
2020-03-05,26.99309462,27.09803912,25.88777437,26.22991655
2020-03-06,24.42805506,25.38637074,24.36193007,24.93813961
2020-03-09,27.03027526,30.80455533,27.03027526,30.53816187
2020-03-10,28.71218983,32.53612974,27.45655607,29.43077233
2020-03-11,29.57796669,30.23826352,27.45655607,29.755301
2020-03-12,31.5,34.12,31.16,32.2
2020-03-13,38.06170855,39.83956038,35.51716939,39.17447715
2020-03-16,39.81031448,44.0539252,36.49029558,41.58329507
2020-03-17,40.3471068,47.45998469,39.53363537,42.61297715
2020-03-18,42.11425943,42.157658,31.35477327,37.37653362
2020-03-19,40.0,44.44449494,38.7,38.85255535
2020-03-20,37.92273643,38.3376698,33.67409135,35.29728585
2020-03-23,43.15,43.15,38.79623089,39.79344973
2020-03-24,37.45166198,39.6775449,36.0110364,37.52313898
2020-03-25,37.7,37.7,35.2,35.63
2020-03-26,35.95052281,35.95052281,34.06120374,34.68827137
2020-03-27,34.53844954,35.83773043,34.03787188,35.77933742
2020-03-30,37.11009912,37.11009912,34.72808465,34.79054112
2020-03-31,33.57033652,33.86365677,32.15114172,32.25335174
2020-04-01,32.41363086,32.41363086,29.96434571,30.62396787
2020-04-02,30.80146896,30.80146896,29.11151226,29.50406506
2020-04-03,29.62544523,30.97277336,29.40100744,30.47086352
2020-04-07,30.25502048,30.25502048,27.94473173,27.94473173
2020-04-08,28.00809418,28.00809418,26.44697209,26.58444477
2020-04-09,26.19088315,26.19088315,24.60272632,25.26120587
2020-04-10,25.11,25.11,23.46,23.76
2020-04-13,24.21746291,24.2381091,21.87798509,21.87798509
2020-04-14,20.55727811,21.40967639,20.4104217,21.40711306
2020-04-15,21.42476159,22.32663438,21.27704886,21.99853266
2020-04-16,22.11,22.246,21.5,21.886
2020-04-17,21.78,22.627,21.53,21.678
2020-04-20,22.447,22.723,21.981,22.0
2020-04-21,22.2,23.032,21.643,21.855
2020-04-22,22.233,22.548,21.681,21.681
2020-04-23,21.152,21.438,20.439,20.507
2020-04-24,20.754,20.8,20.13,20.392
2020-04-27,20.744,20.744,19.488,19.851
2020-04-28,19.931,21.408,19.671,20.061
2020-04-29,20.268,21.567,20.268,20.824
2020-04-30,21.02,22.941,21.02,22.822
