atr,datetime
0.011340260835264526,2005-09-09
0.01103576081927211,2005-09-12
0.01090832245007874,2005-09-13
0.010657885582372587,2005-09-14
0.010356442962623839,2005-09-15
0.010026784168493227,2005-09-16
0.009680179618468334,2005-09-19
0.009582304852231311,2005-09-20
0.00963318430328034,2005-09-21
0.010241769684514337,2005-09-22
0.010129004820517222,2005-09-23
0.009897580631032986,2005-09-26
0.0101213020431947,2005-09-27
0.009910554385718447,2005-09-28
0.009812997527118337,2005-09-29
0.009448960445566035,2005-09-30
0.009289493416496939,2005-10-10
0.00931656399852965,2005-10-11
0.009094934467463059,2005-10-12
0.009136129465461535,2005-10-13
0.009558745512244152,2005-10-14
0.009657863427487753,2005-10-17
0.009479366724627436,2005-10-18
0.009589555566851527,2005-10-19
0.009657996546111517,2005-10-20
0.00952819253086047,2005-10-21
0.009268978485404776,2005-10-24
0.009324806384619307,2005-10-25
0.009779533838301591,2005-10-26
0.00973824192026988,2005-10-27
0.009828046825226497,2005-10-28
0.009907950446764128,2005-10-31
0.009988931735510336,2005-11-01
0.010236493542846796,2005-11-02
0.010316162015478764,2005-11-03
0.010131129194303309,2005-11-04
0.010155348014186629,2005-11-07
0.010202653461762762,2005-11-08
0.010146240877417301,2005-11-09
0.010354485568288527,2005-11-10
0.010140767465419226,2005-11-11
0.009826236811579663,2005-11-14
0.009730138209517663,2005-11-15
0.009596180508877608,2005-11-16
0.00944472733074908,2005-11-17
0.010104905090155351,2005-11-18
0.009872604644791769,2005-11-21
0.010030275069011722,2005-11-22
0.010019630188647299,2005-11-23
0.010397394819499235,2005-11-24
0.010396749798925789,2005-11-25
0.010447541892007054,2005-11-28
0.010365019100835773,2005-11-29
0.010157876308938758,2005-11-30
0.010013171899034026,2005-12-01
0.009961498734425237,2005-12-02
0.009786030416962462,2005-12-05
0.009895714326457248,2005-12-06
0.009806001458419849,2005-12-07
0.00981502500572746,2005-12-08
0.010146932477782835,2005-12-09
0.00994398232240776,2005-12-12
0.009820794688171906,2005-12-13
0.00991255937267598,2005-12-14
0.009752441342040433,2005-12-15
0.009607769390422013,2005-12-16
0.009387188427586146,2005-12-19
0.009251257701807653,2005-12-20
0.009063278472206695,2005-12-21
0.00896823110585311,2005-12-22
0.008899242070616145,2005-12-23
0.00882485744702964,2005-12-26
0.00871405166439094,2005-12-27
0.0085415384867136,2005-12-28
0.008556397108204423,2005-12-29
0.008630606392108381,2005-12-30
0.009101105211817145,2006-01-04
0.009625472471281985,2006-01-05
0.009897580746574862,2006-01-06
0.009810089783648215,2006-01-09
0.009864174256294643,2006-01-10
0.00999734435456433,2006-01-11
0.009991051529007856,2006-01-12
0.01012797135712956,2006-01-13
0.010446937030700404,2006-01-16
0.010462467446363522,2006-01-17
0.011093740542559417,2006-01-18
0.011040692361776681,2006-01-19
0.010905229048087033,2006-01-20
0.010709291215911285,2006-01-23
0.010673150275344327,2006-01-24
0.01073881638180572,2006-01-25
0.01103023141003078,2006-02-06
0.011161472155358666,2006-02-07
0.011131468308103637,2006-02-08
0.011276924032012641,2006-02-09
0.011407328602355146,2006-02-10
0.011345078729494137,2006-02-13
0.011001784171820706,2006-02-14
0.010971648166485836,2006-02-15
0.011159590265816888,2006-02-16
0.011111418259211279,2006-02-17
0.011008214675450597,2006-02-20
0.011380800853905509,2006-02-21
0.011376198770128729,2006-02-22
0.01133106212362113,2006-02-23
0.011233733737841586,2006-02-24
0.011215959633006952,2006-02-27
0.011500713079759285,2006-02-28
0.011458429741600738,2006-03-01
0.012066907810807333,2006-03-02
0.01230747500232441,2006-03-03
0.012098526860036445,2006-03-06
0.012549349745091486,2006-03-07
0.012364442080351565,2006-03-08
0.01215264558416224,2006-03-09
0.011871340012955292,2006-03-10
0.01183352224036439,2006-03-13
0.011686435090175008,2006-03-14
0.011505781321325681,2006-03-15
0.011150107268629859,2006-03-16
0.011007482260169062,2006-03-17
0.01114594788093259,2006-03-20
0.011011985588999096,2006-03-21
0.010888103310519256,2006-03-22
0.010878531703220147,2006-03-23
0.010611998498800655,2006-03-24
0.010710144714144915,2006-03-27
0.010703721808607668,2006-03-28
0.010947620048347286,2006-03-29
0.01102357414804306,2006-03-30
0.011110610897724736,2006-03-31
0.011253779696378965,2006-04-03
0.011222542370929896,2006-04-04
0.011130015696096776,2006-04-05
0.01093935773283647,2006-04-06
0.011050116110482445,2006-04-07
0.011279348051130653,2006-04-10
0.011484319282173182,2006-04-11
0.011315852546121375,2006-04-12
0.011600059918815308,2006-04-13
0.012082908138531048,2006-04-14
0.012470984364233443,2006-04-17
0.012521056334937358,2006-04-18
0.012458192923732698,2006-04-19
0.012710543312806886,2006-04-20
0.013277045286480733,2006-04-21
0.013335513554612741,2006-04-24
0.013701204105909078,2006-04-25
0.014229671496041521,2006-04-26
0.014122922579639218,2006-04-27
0.015489383069915753,2006-04-28
0.016504768219849038,2006-05-08
0.01724880663234136,2006-05-09
0.017478249743467546,2006-05-10
0.018144191559723244,2006-05-11
0.019551524146822083,2006-05-12
0.022122647283021428,2006-05-15
0.024082748033383842,2006-05-16
0.02476745036548662,2006-05-17
0.0249915908729831,2006-05-18
0.02541061177304732,2006-05-19
0.025549498398111235,2006-05-22
0.02631187778163474,2006-05-23
0.02745473863969546,2006-05-24
0.02754045645485312,2006-05-25
0.027463433632110464,2006-05-26
0.027643253556392956,2006-05-29
0.027108723549373426,2006-05-30
0.026764343431966285,2006-05-31
0.027080470625798776,2006-06-01
0.02688997468993674,2006-06-02
0.027322765130014897,2006-06-05
0.027161361531913918,2006-06-06
0.028464791911431926,2006-06-07
0.02850981456968802,2006-06-08
0.02827789823337536,2006-06-09
0.027972796258734715,2006-06-12
0.027584978522140306,2006-06-13
0.027150032471059692,2006-06-14
0.02631417500019136,2006-06-15
0.026183924085096795,2006-06-16
0.026302797641354864,2006-06-19
0.025767756659114203,2006-06-20
0.02584695470021478,2006-06-21
0.02590905553680136,2006-06-22
0.025527130355389192,2006-06-23
0.025628505408246943,2006-06-26
0.02494437461874901,2006-06-27
0.02421778547083911,2006-06-28
0.024077525780324703,2006-06-29
0.023747660973192995,2006-06-30
0.02401235916693078,2006-07-03
0.02437768823629529,2006-07-04
0.028435911118419588,2006-07-05
0.028158418437525,2006-07-06
0.027742094871589556,2006-07-07
0.027021613535492494,2006-07-10
0.02635005958494006,2006-07-11
0.025711354849060612,2006-07-12
0.027031588437747684,2006-07-13
0.02684663242334274,2006-07-14
0.026514550704913036,2006-07-17
0.025878495592460516,2006-07-18
0.0260329840695755,2006-07-19
0.025349311033121946,2006-07-20
0.024918136005402002,2006-07-21
0.024724024360726904,2006-07-24
0.024361548537772632,2006-07-25
0.02369768569876212,2006-07-26
0.023621542247768905,2006-07-27
0.023483363147780798,2006-07-28
0.023736250181247573,2006-07-31
0.02358499971326671,2006-08-01
0.023390921475715927,2006-08-02
0.022904413804561992,2006-08-03
0.022722460194345546,2006-08-04
0.022294245329552008,2006-08-07
0.02207914277010545,2006-08-08
0.02152890572034286,2006-08-09
0.021322699724384317,2006-08-10
0.020750815510108243,2006-08-11
0.02087602174409285,2006-08-14
0.02058206434763845,2006-08-15
0.02048064059780048,2006-08-16
0.020053564858939173,2006-08-17
0.01975455460165164,2006-08-18
0.020720260873509283,2006-08-21
0.020502171893775796,2006-08-22
0.019959763511833165,2006-08-23
0.019814480855327103,2006-08-24
0.01912974002433681,2006-08-25
0.019364121896206125,2006-08-28
0.018742663680091535,2006-08-29
0.01813185720408812,2006-08-30
0.017633042711254765,2006-08-31
0.017571005589062487,2006-09-01
0.01737221601955074,2006-09-04
0.017293849814971226,2006-09-05
0.017071483163018118,2006-09-06
0.01712940746098093,2006-09-07
0.01685670397341839,2006-09-08
0.0165821831316584,2006-09-11
0.01653886999987618,2006-09-12
0.01665448632239702,2006-09-13
0.016913359362217974,2006-09-14
0.01764706181107951,2006-09-15
0.017842830584121686,2006-09-18
0.017843691273482454,2006-09-19
0.0176194307737503,2006-09-20
0.017634114869631963,2006-09-21
0.01787501574540886,2006-09-22
0.01774034398196901,2006-09-25
0.01730816468712595,2006-09-26
0.017223479629284888,2006-09-27
0.017560952888277838,2006-09-28
0.017530590017747316,2006-09-29
0.018210538227771467,2006-10-09
0.018252430748666015,2006-10-10
0.017928102342786002,2006-10-11
0.01760498022467659,2006-10-12
0.01732101112470008,2006-10-13
0.01745095439291997,2006-10-16
0.01726854706350549,2006-10-17
0.01770077534489939,2006-10-18
0.017491439008967446,2006-10-19
0.017559088691148042,2006-10-20
0.0179500728901897,2006-10-23
0.018425618260990907,2006-10-24
0.01872694396719986,2006-10-25
0.019074701844212078,2006-10-26
0.019053328774861954,2006-10-27
0.019492545778862107,2006-10-30
0.019657096413576686,2006-10-31
0.01978641642878296,2006-11-01
0.019696028934603472,2006-11-02
0.01994803808233108,2006-11-03
0.020578992025529878,2006-11-06
0.02093115589373756,2006-11-07
0.0210683649845372,2006-11-08
0.022302824002508482,2006-11-09
0.023124779483643297,2006-11-10
0.024047910926433574,2006-11-13
0.02466744561959899,2006-11-14
0.025653350162103804,2006-11-15
0.026372711793312808,2006-11-16
0.026856287223597286,2006-11-17
0.02735840001413197,2006-11-20
0.027769226153709664,2006-11-21
0.028569604579796147,2006-11-22
0.02819083826400389,2006-11-23
0.027877862348863476,2006-11-24
0.027365759080675872,2006-11-27
0.027709359875724742,2006-11-28
0.028982060542278493,2006-11-29
0.02944242683196411,2006-11-30
0.028850066200307285,2006-12-01
0.03052954523286227,2006-12-04
0.03035312007430239,2006-12-05
0.03233986053910134,2006-12-06
0.03421581762762986,2006-12-07
0.03571150445715988,2006-12-08
0.038344867867900964,2006-12-11
0.038325933525077426,2006-12-12
0.03849644744328134,2006-12-13
0.03813132837163602,2006-12-14
0.037761234357626315,2006-12-15
0.03768839118460139,2006-12-18
0.03809286346222655,2006-12-19
0.03895411521374302,2006-12-20
0.038434765300371196,2006-12-21
0.03873771489700856,2006-12-22
0.04005252010158662,2006-12-25
0.0398796548064487,2006-12-26
0.040963351533670214,2006-12-27
0.0414452828568138,2006-12-28
0.04386146815477614,2006-12-29
0.046939024330064895,2007-01-04
0.0475292740009884,2007-01-05
0.04841977189830711,2007-01-08
0.050676905166987904,2007-01-09
0.05053330450503655,2007-01-10
0.05053171743440958,2007-01-11
0.052020011917659814,2007-01-12
0.05432148285714321,2007-01-15
0.054226428590282524,2007-01-16
0.05650230804819516,2007-01-17
0.05761168801412655,2007-01-18
0.05797540648844661,2007-01-19
0.059570600849164976,2007-01-22
0.061024589138816934,2007-01-23
0.061802782201931805,2007-01-24
0.061772164511717985,2007-01-25
0.06975322340258584,2007-01-26
0.06946566643862304,2007-01-29
0.06925833014440293,2007-01-30
0.07405454476409663,2007-01-31
0.07461133894577458,2007-02-01
0.07701024662162481,2007-02-02
0.07601272589643157,2007-02-05
0.07885701675332454,2007-02-06
0.07850334383931601,2007-02-07
0.07811673029431972,2007-02-08
0.07630243903246128,2007-02-09
0.07695524114478022,2007-02-12
0.07492979961999727,2007-02-13
0.07531645224779575,2007-02-14
0.07484696164974655,2007-02-15
0.07344345330103119,2007-02-16
0.07267617160362919,2007-02-26
0.08063000630692667,2007-02-27
0.08098383404894263,2007-02-28
0.08132798275494804,2007-03-01
0.0801274264387452,2007-03-02
0.08148497300520477,2007-03-05
0.08312074027396277,2007-03-06
0.08214537433369659,2007-03-07
0.08012681557323104,2007-03-08
0.07842239972771717,2007-03-09
0.0763079393328788,2007-03-12
0.07379756311143706,2007-03-13
0.0735881997200474,2007-03-14
0.0724143049783827,2007-03-15
0.07213625375814475,2007-03-16
0.08310124153217191,2007-03-19
0.08048759493086816,2007-03-20
0.07814380858328732,2007-03-21
0.0758705413488592,2007-03-22
0.07509972510684125,2007-03-23
0.07405480687360066,2007-03-26
0.0718302925996833,2007-03-27
0.0730857863638111,2007-03-28
0.07317296462400867,2007-03-29
0.07139215216960196,2007-03-30
0.070581545910483,2007-04-02
0.06823888891644767,2007-04-03
0.06629369765566046,2007-04-04
0.06505656246286871,2007-04-05
0.06371200720623174,2007-04-06
0.06334326423712179,2007-04-09
0.0636111950989088,2007-04-10
0.063110656569321,2007-04-11
0.06198256922467973,2007-04-12
0.06078981426819071,2007-04-13
0.06245870062745419,2007-04-16
0.06361440753019926,2007-04-17
0.06334861961174325,2007-04-18
0.06963641778869128,2007-04-19
0.07133498188588627,2007-04-20
0.07335064691753568,2007-04-23
0.07213795343622516,2007-04-24
0.073396820911489,2007-04-25
0.07106933031578533,2007-04-26
0.07022210752718841,2007-04-27
0.07281859863756408,2007-04-30
0.07341767835805386,2007-05-08
0.07450085271877951,2007-05-09
0.07426405111131054,2007-05-10
0.07489052097853813,2007-05-11
0.07717161872614396,2007-05-14
0.07976540511903667,2007-05-15
0.080343706167484,2007-05-16
0.07967503832201435,2007-05-17
0.07747968374363338,2007-05-18
0.07976987796026483,2007-05-21
0.07783138406225158,2007-05-22
0.07708721354621996,2007-05-23
0.0777901632688416,2007-05-24
0.07805791340224894,2007-05-25
0.07738334608744393,2007-05-28
0.07620460526010567,2007-05-29
0.08552533215733485,2007-05-30
0.09406399800752206,2007-05-31
0.09879328990755912,2007-06-01
0.10769046157802516,2007-06-04
0.11596839942181143,2007-06-05
0.11630390264545713,2007-06-06
0.11515499273078103,2007-06-07
0.11287676982046417,2007-06-08
0.11144328543834488,2007-06-11
0.11237575161866091,2007-06-12
0.11107866029349578,2007-06-13
0.10837839526448043,2007-06-14
0.1057460236596762,2007-06-15
0.10599332205120005,2007-06-18
0.10282825552314774,2007-06-19
0.10218057344841183,2007-06-20
0.10022188296587693,2007-06-21
0.10279398352946474,2007-06-22
0.10431435237509297,2007-06-25
0.10324233892606274,2007-06-26
0.10554877032038974,2007-06-27
0.10566782012796054,2007-06-28
0.10412810771990075,2007-06-29
0.10546423658503419,2007-07-02
0.10280988571491212,2007-07-03
0.10186897556481131,2007-07-04
0.10325791534112834,2007-07-05
0.10549517588332162,2007-07-06
0.10540400209400609,2007-07-09
0.10334116449232174,2007-07-10
0.10095688511523213,2007-07-11
0.09899993626425377,2007-07-12
0.09635230678024091,2007-07-13
0.0974600556826563,2007-07-16
0.09849977433662722,2007-07-17
0.09736632991234254,2007-07-18
0.09421070832313219,2007-07-19
0.09685064087441399,2007-07-20
0.09823909252262483,2007-07-23
0.09655003060255449,2007-07-24
0.09653501652681137,2007-07-25
0.09449476463673999,2007-07-26
0.09259494825027806,2007-07-27
0.09340791696952863,2007-07-30
0.09304077324235645,2007-07-31
0.09608571740296448,2007-08-01
0.09617328940417329,2007-08-02
0.09930312647785092,2007-08-03
0.09755347478561723,2007-08-06
0.0967993445607825,2007-08-07
0.096770278043866,2007-08-08
0.09901006884621569,2007-08-09
0.09822010139344475,2007-08-10
0.09933063723060157,2007-08-13
0.0981000321317357,2007-08-14
0.09731389148427853,2007-08-15
0.09795628789593516,2007-08-16
0.10035641879043804,2007-08-17
0.10804723543900545,2007-08-20
0.10455036141938487,2007-08-21
0.10495707724102969,2007-08-22
0.103004982259403,2007-08-23
0.10265759305414648,2007-08-24
0.10218501348663804,2007-08-27
0.10215091864140047,2007-08-28
0.10144404908910185,2007-08-29
0.09975244003360927,2007-08-30
0.09863386087169437,2007-08-31
0.09832659517434937,2007-09-03
0.10122790339277137,2007-09-05
0.09995459390266398,2007-09-06
0.09854778518370019,2007-09-07
0.10045541136337803,2007-09-10
0.10728097637747772,2007-09-11
0.10732239069985819,2007-09-12
0.10722474183102601,2007-09-13
0.1049847320674933,2007-09-14
0.10535586453173,2007-09-17
0.10518305055994126,2007-09-18
0.10443565604316327,2007-09-19
0.10241647455392419,2007-09-20
0.10178932942456624,2007-09-21
0.10123675122226514,2007-09-24
0.10058295254393926,2007-09-25
0.09980723891868253,2007-09-26
0.09773893698978822,2007-09-27
0.0996211883290033,2007-09-28
0.10071166885907132,2007-10-08
0.09946953003073673,2007-10-09
0.10056356172878674,2007-10-10
0.10262549846119277,2007-10-11
0.10792057677783137,2007-10-12
0.10977608257911844,2007-10-15
0.10976282457222579,2007-10-16
0.1083530912940132,2007-10-17
0.1131115038822083,2007-10-18
0.11318358162394478,2007-10-19
0.11275801311898428,2007-10-22
0.1139109036616518,2007-10-23
0.11314043663319413,2007-10-24
0.11724933625785923,2007-10-25
0.11820104784877941,2007-10-26
0.11675114115291138,2007-10-29
0.11578944283582857,2007-10-30
0.11479396095056407,2007-10-31
0.111600308830574,2007-11-01
0.11160369555294902,2007-11-02
0.1120143019739183,2007-11-05
0.11057727077990007,2007-11-06
0.1098704937896419,2007-11-07
0.11450922691685377,2007-11-08
0.11432073247471866,2007-11-09
0.11602831703989828,2007-11-12
0.11858228665468833,2007-11-13
0.12244802179919904,2007-11-14
0.12074596420546417,2007-11-15
0.11957401431760009,2007-11-16
0.115949448594507,2007-11-19
0.11837934397413699,2007-11-20
0.11740142752915225,2007-11-21
0.11991600783028555,2007-11-22
0.1200680740932906,2007-11-23
0.12297505006891618,2007-11-26
0.12074991875438598,2007-11-27
0.11934392657911978,2007-11-28
0.12326211041060935,2007-11-29
0.12288670027664109,2007-11-30
0.12179749021417774,2007-12-03
0.11981198564028586,2007-12-04
0.12068072589751835,2007-12-05
0.11682834967434533,2007-12-06
0.11545295689280854,2007-12-07
0.11568387186735014,2007-12-10
0.11459528180546859,2007-12-11
0.1140429110959367,2007-12-12
0.11630996469015516,2007-12-13
0.11656335298616324,2007-12-14
0.11635924892182288,2007-12-17
0.11379578715041232,2007-12-18
0.113926601804533,2007-12-19
0.1134433313422959,2007-12-20
0.11294431799665834,2007-12-21
0.11170581735938408,2007-12-24
0.10847619804500233,2007-12-25
0.10680584867638954,2007-12-26
0.10657317830069132,2007-12-27
0.10427930084080037,2007-12-28
0.10284236541822991,2008-01-02
0.1023323751864597,2008-01-03
0.10124840453679966,2008-01-04
0.10050232067032883,2008-01-07
0.09982699622447937,2008-01-08
0.0997792729085104,2008-01-09
0.09796018479187159,2008-01-10
0.09594141523138687,2008-01-11
0.09413724248221784,2008-01-14
0.09411086955090302,2008-01-15
0.09641570575364798,2008-01-16
0.10114440039544395,2008-01-17
0.09947284566260886,2008-01-18
0.10471905237656809,2008-01-21
0.11547857351167293,2008-01-22
0.11739707488105122,2008-01-23
0.11816723174967744,2008-01-24
0.12054721635714097,2008-01-25
0.12768343523779502,2008-01-28
0.12708753103607243,2008-01-29
0.1311030821161387,2008-01-30
0.1296762061831777,2008-01-31
0.1297763181084442,2008-02-01
0.1408777989025033,2008-02-04
0.13874181710230185,2008-02-05
0.13737707235102897,2008-02-13
0.13335499218355948,2008-02-14
0.1323076902767731,2008-02-15
0.1304907190196725,2008-02-18
0.12916519503072882,2008-02-19
0.1289424707885768,2008-02-20
0.12722752739137247,2008-02-21
0.12893168122484894,2008-02-22
0.12999277132481102,2008-02-25
0.13297034329836513,2008-02-26
0.13289937582343814,2008-02-27
0.12923827812391928,2008-02-28
0.12536221138529638,2008-02-29
0.1261480548884934,2008-03-03
0.1271585241049275,2008-03-04
0.12593238774893667,2008-03-05
0.12732096568098855,2008-03-06
0.12470900220726458,2008-03-07
0.12598200684404384,2008-03-10
0.12274984156751272,2008-03-11
0.12600051284313762,2008-03-12
0.12596560153967065,2008-03-13
0.12317530728208029,2008-03-14
0.12125917941496037,2008-03-17
0.12360311401947903,2008-03-18
0.12396499807049806,2008-03-19
0.13088316316212262,2008-03-20
0.12851189771007746,2008-03-21
0.1310950436585184,2008-03-24
0.13098706588598524,2008-03-25
0.1293844614306926,2008-03-26
0.12967265296525715,2008-03-27
0.13281950950979032,2008-03-28
0.13230972613856526,2008-03-31
0.13323924561813186,2008-04-01
0.13426136284121126,2008-04-02
0.13539527752187652,2008-04-03
0.13744775650376934,2008-04-07
0.13472375636393266,2008-04-08
0.13544232973583287,2008-04-09
0.1338519519555244,2008-04-10
0.130383262593777,2008-04-11
0.1328495582593141,2008-04-14
0.13208759607084147,2008-04-15
0.1287272330555234,2008-04-16
0.12881969521750097,2008-04-17
0.1273761877784872,2008-04-18
0.12971310108592257,2008-04-21
0.12912088872562377,2008-04-22
0.1315915091872295,2008-04-23
0.13871643440254855,2008-04-24
0.13818490494476868,2008-04-25
0.1346318759327147,2008-04-28
0.1314172958365304,2008-04-29
0.1335361546102693,2008-04-30
0.1311622608111744,2008-05-05
0.1282300841856479,2008-05-06
0.12866262041535392,2008-05-07
0.12733331368949538,2008-05-08
0.1269571786882211,2008-05-09
0.12746205180459264,2008-05-12
0.1248778931543015,2008-05-13
0.12426425370566327,2008-05-14
0.12135965207677231,2008-05-15
0.1181024394461927,2008-05-16
0.11515767158278704,2008-05-19
0.11766102594434516,2008-05-20
0.1185193635907357,2008-05-21
0.11577669336893623,2008-05-22
0.11287669843426133,2008-05-23
0.11223231787064045,2008-05-26
0.10900358503080143,2008-05-27
0.10894489892903562,2008-05-28
0.10710228443481715,2008-05-29
0.10500481880289467,2008-05-30
0.10244224671761507,2008-06-02
0.10027026511959788,2008-06-03
0.09913708474716425,2008-06-04
0.0969465943621831,2008-06-05
0.09402257321449,2008-06-06
0.10257454036582003,2008-06-10
0.1009485453983117,2008-06-11
0.10025920911426667,2008-06-12
0.09865613383970798,2008-06-13
0.09719395673075018,2008-06-16
0.09538061551962856,2008-06-17
0.09916624172757747,2008-06-18
0.10209572827361639,2008-06-19
0.10603688358130718,2008-06-20
0.10499240190525778,2008-06-23
0.1032979067613636,2008-06-24
0.10241911910628476,2008-06-25
0.10031889694016458,2008-06-26
0.1019119790139037,2008-06-27
0.10015511559081398,2008-06-30
0.10055024721099479,2008-07-01
0.0984078800668605,2008-07-02
0.10077060310092967,2008-07-03
0.0981704702836029,2008-07-04
0.10038785761306883,2008-07-07
0.1000645892947338,2008-07-08
0.10014351344052463,2008-07-09
0.09919117663306459,2008-07-10
0.09708203462607741,2008-07-11
0.09498932714472073,2008-07-14
0.09692857074370397,2008-07-15
0.0964824017616242,2008-07-16
0.0954713147698354,2008-07-17
0.0958743352944502,2008-07-18
0.09533725062926716,2008-07-21
0.0916262671034134,2008-07-22
0.08948119216909564,2008-07-23
0.08966004649205941,2008-07-24
0.08700415050108468,2008-07-25
0.08517293371271273,2008-07-28
0.0840289333983286,2008-07-29
0.08245498335500936,2008-07-30
0.08173314455074947,2008-07-31
0.08259385947859585,2008-08-01
0.08086853644148308,2008-08-04
0.0798535696728908,2008-08-05
0.07814889823399708,2008-08-06
0.07683112574509038,2008-08-07
0.0786232065657697,2008-08-08
0.07979326921947126,2008-08-11
0.07748510856063999,2008-08-12
0.07665744470205395,2008-08-13
0.07471994201471796,2008-08-14
0.07391729593511347,2008-08-15
0.07518901701241404,2008-08-18
0.07514176752937553,2008-08-19
0.0811916769343399,2008-08-20
0.08120857610487384,2008-08-21
0.0805328510803043,2008-08-22
0.07977067301690462,2008-08-25
0.07886221269450029,2008-08-26
0.07785775991291131,2008-08-27
0.07639702648810406,2008-08-28
0.0760177844816796,2008-08-29
0.07495768453559065,2008-09-01
0.07324923874788505,2008-09-02
0.0729193472456843,2008-09-03
0.07155938432053374,2008-09-04
0.07163635817523983,2008-09-05
0.07073778708144271,2008-09-08
0.06831294182539213,2008-09-09
0.06769242933785918,2008-09-10
0.06726563738110967,2008-09-11
0.06551999348919375,2008-09-12
0.06898840089592692,2008-09-16
0.06931260204004618,2008-09-17
0.07179176931220574,2008-09-18
0.07574341348095347,2008-09-19
0.0807080379625008,2008-09-22
0.08278358791827078,2008-09-23
0.08275601118463748,2008-09-24
0.08432219026925364,2008-09-25
0.08353193949635374,2008-09-26
0.08426067492492692,2008-10-06
0.08489014889811197,2008-10-07
0.08542412707807442,2008-10-08
0.08400117767165896,2008-10-09
0.08404214397041192,2008-10-10
0.08679724296565748,2008-10-13
0.08863469556333578,2008-10-14
0.08648149851312034,2008-10-15
0.08619147655975326,2008-10-16
0.08322820821440913,2008-10-17
0.08302730726153149,2008-10-20
0.08133837724975626,2008-10-21
0.07994929416406218,2008-10-22
0.0781966524014071,2008-10-23
0.07755557653429987,2008-10-24
0.08009486351111952,2008-10-27
0.08143650445298736,2008-10-28
0.08048908100519146,2008-10-29
0.08053931481658785,2008-10-30
0.07824726030845475,2008-10-31
0.07688669244862698,2008-11-03
0.07497419977853445,2008-11-04
0.07556719135171508,2008-11-05
0.07463560619452209,2008-11-06
0.0741924051031517,2008-11-07
0.07688223824577539,2008-11-10
0.07523016608547964,2008-11-11
0.07385039552737799,2008-11-12
0.07530504045437084,2008-11-13
0.07402704142216229,2008-11-14
0.07200079307706522,2008-11-17
0.07440345894229752,2008-11-18
0.07590297772271172,2008-11-19
0.07565434273155267,2008-11-20
0.07755273906445918,2008-11-21
0.07711370786128902,2008-11-24
0.0765527677393032,2008-11-25
0.0745715655728451,2008-11-26
0.07666320101287527,2008-11-27
0.0757730952838816,2008-11-28
0.07399125642048474,2008-12-01
0.07307650158630113,2008-12-02
0.07323974231052074,2008-12-03
0.0735915954089221,2008-12-04
0.07160676090955456,2008-12-05
0.07151591340623403,2008-12-08
0.0708919394232144,2008-12-09
0.07127528243501388,2008-12-10
0.07040462473799652,2008-12-11
0.07108520061873166,2008-12-12
0.06966686639014848,2008-12-15
0.0690184608350344,2008-12-16
0.06673023269968943,2008-12-17
0.06584933955489823,2008-12-18
0.06397214226478214,2008-12-19
