dominant,start,end,underlying,exchange,vt_symbol
IH1604,2016-03-18,2016-04-14,IH,CFFEX,IH1604.CFFEX
IH1605,2016-04-15,2016-05-17,IH,CFFEX,IH1605.CFFEX
IH1606,2016-05-18,2016-06-15,IH,CFFEX,IH1606.CFFEX
IH1607,2016-06-16,2016-07-14,IH,CFFEX,IH1607.CFFEX
IH1608,2016-07-15,2016-08-16,IH,CFFEX,IH1608.CFFEX
IH1609,2016-08-17,2016-09-13,IH,CFFEX,IH1609.CFFEX
IH1610,2016-09-14,2016-10-19,IH,CFFEX,IH1610.CFFEX
IH1611,2016-10-20,2016-11-14,IH,CFFEX,IH1611.CFFEX
IH1612,2016-11-15,2016-12-14,IH,CFFEX,IH1612.CFFEX
IH1701,2016-12-15,2017-01-18,IH,CFFEX,IH1701.CFFEX
IH1702,2017-01-19,2017-02-13,IH,CFFEX,IH1702.CFFEX
IH1703,2017-02-14,2017-03-15,IH,CFFEX,IH1703.CFFEX
IH1704,2017-03-16,2017-04-19,IH,CFFEX,IH1704.CFFEX
IH1705,2017-04-20,2017-05-16,IH,CFFEX,IH1705.CFFEX
IH1706,2017-05-17,2017-06-14,IH,CFFEX,IH1706.CFFEX
IH1707,2017-06-15,2017-07-20,IH,CFFEX,IH1707.CFFEX
IH1708,2017-07-21,2017-08-15,IH,CFFEX,IH1708.CFFEX
IH1709,2017-08-16,2017-09-14,IH,CFFEX,IH1709.CFFEX
IH1710,2017-09-15,2017-10-19,IH,CFFEX,IH1710.CFFEX
IH1711,2017-10-20,2017-11-15,IH,CFFEX,IH1711.CFFEX
IH1712,2017-11-16,2017-12-14,IH,CFFEX,IH1712.CFFEX
IH1801,2017-12-15,2018-01-18,IH,CFFEX,IH1801.CFFEX
IH1802,2018-01-19,2018-02-12,IH,CFFEX,IH1802.CFFEX
IH1803,2018-02-13,2018-03-15,IH,CFFEX,IH1803.CFFEX
IH1804,2018-03-16,2018-04-19,IH,CFFEX,IH1804.CFFEX
IH1805,2018-04-20,2018-05-16,IH,CFFEX,IH1805.CFFEX
IH1806,2018-05-17,2018-06-14,IH,CFFEX,IH1806.CFFEX
IH1807,2018-06-15,2018-07-19,IH,CFFEX,IH1807.CFFEX
IH1808,2018-07-20,2018-08-15,IH,CFFEX,IH1808.CFFEX
IH1809,2018-08-16,2018-09-20,IH,CFFEX,IH1809.CFFEX
IH1810,2018-09-21,2018-10-18,IH,CFFEX,IH1810.CFFEX
IH1811,2018-10-19,2018-11-14,IH,CFFEX,IH1811.CFFEX
IH1812,2018-11-15,2018-12-20,IH,CFFEX,IH1812.CFFEX
IH1901,2018-12-21,2019-01-17,IH,CFFEX,IH1901.CFFEX
IH1902,2019-01-18,2019-02-13,IH,CFFEX,IH1902.CFFEX
IH1903,2019-02-14,2019-03-14,IH,CFFEX,IH1903.CFFEX
IH1904,2019-03-15,2019-04-18,IH,CFFEX,IH1904.CFFEX
IH1905,2019-04-19,2019-05-16,IH,CFFEX,IH1905.CFFEX
IH1906,2019-05-17,2019-06-20,IH,CFFEX,IH1906.CFFEX
IH1907,2019-06-21,2019-07-18,IH,CFFEX,IH1907.CFFEX
IH1908,2019-07-19,2019-08-14,IH,CFFEX,IH1908.CFFEX
IH1909,2019-08-15,2019-09-19,IH,CFFEX,IH1909.CFFEX
IH1910,2019-09-20,2019-10-17,IH,CFFEX,IH1910.CFFEX
IH1911,2019-10-18,2019-11-12,IH,CFFEX,IH1911.CFFEX
IH1912,2019-11-13,2019-12-19,IH,CFFEX,IH1912.CFFEX
IH2001,2019-12-20,2019-12-25,IH,CFFEX,IH2001.CFFEX
FG1303,2012-12-03,2012-12-03,FG,CZCE,FG303.CZCE
FG1305,2012-12-04,2013-01-29,FG,CZCE,FG305.CZCE
FG1309,2013-01-30,2013-06-20,FG,CZCE,FG309.CZCE
FG1401,2013-06-21,2013-10-30,FG,CZCE,FG401.CZCE
FG1405,2013-10-31,2014-03-17,FG,CZCE,FG405.CZCE
FG1409,2014-03-18,2014-07-10,FG,CZCE,FG409.CZCE
FG1501,2014-07-11,2014-11-14,FG,CZCE,FG501.CZCE
FG1506,2014-11-17,2015-04-07,FG,CZCE,FG506.CZCE
FG1509,2015-04-08,2015-08-07,FG,CZCE,FG509.CZCE
FG1601,2015-08-10,2015-12-01,FG,CZCE,FG601.CZCE
FG1605,2015-12-02,2016-04-06,FG,CZCE,FG605.CZCE
FG1609,2016-04-07,2016-08-11,FG,CZCE,FG609.CZCE
FG1701,2016-08-12,2016-12-02,FG,CZCE,FG701.CZCE
FG1705,2016-12-05,2017-04-11,FG,CZCE,FG705.CZCE
FG1709,2017-04-12,2017-08-09,FG,CZCE,FG709.CZCE
FG1801,2017-08-10,2017-11-28,FG,CZCE,FG801.CZCE
FG1805,2017-11-29,2018-04-10,FG,CZCE,FG805.CZCE
FG1809,2018-04-11,2018-08-08,FG,CZCE,FG809.CZCE
FG1901,2018-08-09,2018-12-12,FG,CZCE,FG901.CZCE
FG1905,2018-12-13,2019-04-11,FG,CZCE,FG905.CZCE
FG1909,2019-04-12,2019-08-09,FG,CZCE,FG909.CZCE
FG2001,2019-08-12,2019-12-09,FG,CZCE,FG001.CZCE
FG2005,2019-12-10,2019-12-25,FG,CZCE,FG005.CZCE
RS1307,2012-12-28,2012-12-28,RS,CZCE,RS307.CZCE
RS1309,2012-12-31,2013-09-12,RS,CZCE,RS309.CZCE
RS1311,2013-09-13,2013-11-13,RS,CZCE,RS311.CZCE
RS1409,2013-11-14,2014-08-29,RS,CZCE,RS409.CZCE
RS1507,2014-09-01,2015-06-02,RS,CZCE,RS507.CZCE
RS1509,2015-06-03,2015-09-15,RS,CZCE,RS509.CZCE
RS1607,2015-09-16,2016-07-13,RS,CZCE,RS607.CZCE
RS1609,2016-07-14,2016-09-13,RS,CZCE,RS609.CZCE
RS1707,2016-11-17,2017-07-11,RS,CZCE,RS707.CZCE
RS1708,2016-09-14,2016-11-16,RS,CZCE,RS708.CZCE
RS1709,2017-07-12,2017-09-13,RS,CZCE,RS709.CZCE
RS1808,2017-09-14,2018-04-10,RS,CZCE,RS808.CZCE
RS1809,2018-04-11,2018-08-30,RS,CZCE,RS809.CZCE
RS1908,2018-08-31,2019-03-05,RS,CZCE,RS908.CZCE
RS1909,2019-03-06,2019-09-12,RS,CZCE,RS909.CZCE
RS1911,2019-09-16,2019-11-13,RS,CZCE,RS911.CZCE
RS2007,2019-11-14,2019-12-25,RS,CZCE,RS007.CZCE
UR2001,2019-08-09,2019-12-12,UR,CZCE,UR001.CZCE
UR2005,2019-12-13,2019-12-25,UR,CZCE,UR005.CZCE
NR2002,2019-08-12,2019-11-15,NR,INE,nr2002.INE
NR2003,2019-11-18,2019-12-25,NR,INE,nr2003.INE
RR2001,2019-08-16,2019-12-16,RR,DCE,rr2001.DCE
RR2005,2019-12-17,2019-12-25,RR,DCE,rr2005.DCE
SS2002,2019-09-25,2019-12-25,SS,SHFE,ss2002.SHFE
EB2004,2019-09-26,2019-09-26,EB,DCE,eb2004.DCE
EB2005,2019-09-27,2019-12-25,EB,DCE,eb2005.DCE
SA2005,2019-12-06,2019-12-25,SA,CZCE,SA005.CZCE
